brewery_name,city,state,abv,beer_name,style,ounces,latitude,longitude,rating
Martin House Brewing Company,Fort Worth, TX,0.05,River House Saison,Saison / Farmhouse Ale,12,32.7636231,-97.310063,4.7
Martin House Brewing Company,Fort Worth, TX,0.065,There Will Be Stout,American Stout,12,32.7636231,-97.310063,4.7
Right Brain Brewery,Traverse City, MI,0.038,Smooth Operator,Cream Ale,16,44.7494741,-85.6194787,4.4
Sly Fox Brewing Company,Phoenixville, PA,0.06,Homefront IPA,American IPA,12,40.265147,-75.668328,4.6
Round Guys Brewing,Lansdale, PA,0.071,Sundown,Saison / Farmhouse Ale,12,40.2433884,-75.2877993,4.5
Round Guys Brewing,Lansdale, PA,0.099,Sanctified,Belgian Strong Pale Ale,12,40.2433884,-75.2877993,4.5
Round Guys Brewing,Lansdale, PA,0.051,Fear of a Brett Planet,American Pale Ale (APA),12,40.2433884,-75.2877993,4.5
Round Guys Brewing,Lansdale, PA,0.056,Original Slacker Ale,English Brown Ale,12,40.2433884,-75.2877993,4.5
Round Guys Brewing,Lansdale, PA,0.072,Alpha Blackback,American Black Ale,12,40.2433884,-75.2877993,4.5
Round Guys Brewing,Lansdale, PA,0.063,Kiss Off IPA,American IPA,12,40.2433884,-75.2877993,4.5
Round Guys Brewing,Lansdale, PA,0.045,Dog Days Summer Ale,Kölsch,12,40.2433884,-75.2877993,4.5
Great Crescent Brewery,Aurora, IN,0.053,Beer Agent Re-Ignition,American Blonde Ale,16,39.057501,-84.90058,4.7
